Reference Type,Author,Year,Chapter Title,Book Editor,Book Title,Place Published,Publisher,Volume,Number of Volumes,Page Range,Chapter Number,Edition,Translator,ISBN,DOI,Reprint Edition,WorldCat URL,Publisher URL,Leuven URL,When,What,Where,Who,Abstract,Notes,Notes to Editors,Translated Author,Translated Title,Language,Editing Tags
Book Chapter,"Carretero Calvo, Rebeca",2014,El colegio de la Compañía de Jesús de Tarazona (Zaragoza): Metodología de trabajo y fuentes para su estudio,"Alvaro Zamora, María Isabel|Ibáñez Fernández, Javier",La Compañía de Jesús y las artes: Nuevas perspectivas de investigación,Zaragoza; Madrid,"Universidad Zaragoza; Gobierno de España, Ministerio de economía y competitividad",,,57–74,,,,9788492522897|8492522895,,,http://worldcat.org/oclc/910084777,,,19th century|20th century|21st century,Education -- Colleges -- History -- Local|Historiography,Europe -- Spain -- Aragon -- Zaragoza,,,,,,,Spanish,CULL|REVIEW
Book Chapter,"Carrière, Jean-Marie",2007,Pedagogia ignaziana applicata alle Facoltà di Teologia,"Barretta, Claudio|Denora, Vitangelo Carlo Maria",Pedagogia ignaziana e teologia,"Cinisello Balsamo, Italy",San Paolo,,,67–75,,,,8821560074|9788821560071,,,http://worldcat.org/oclc/174450442,,,16th century|17th century|18th century|19th century|20th century|21st century,Ignatius of Loyola -- Pedagogy|Education -- Higher Education -- Teaching -- Theology,,,,,,,,Italian,CULL|REVIEW
Book Chapter,"Carroll, Anthony J.",2010,Philosophical Foundations of Catholic Modernism,"Rafferty, Oliver",George Tyrrell and Catholic Modernism,Dublin,Four Courts,,,38–55,,,,9781846822360|184682236X,,,http://worldcat.org/oclc/505421213,,,19th century|20th century,Theology -- Modernism|Philosophy -- Sources,Europe -- UK -- England,"Tyrrell, George, 1861–1909","This work re-evaluates the life and thought of George Tyrrell, one of the most prominent of modern thinkers, on the centenary of his death. These articles set Tyrrell's work within the framework of the early 20th century Catholic ideas and draws some conclusions about his thinking for present day concerns.",,,,,English,CULL|REVIEW
Book Chapter,"Carter, Richard|Wells, Samuel",2015,Holy Theatre: Enfleshing the Word,"Lugt, Wesley Vander|Hart, Trevor A.",Theatrical Theology: Explorations in Performing the Faith,Cambridge,The Lutterworth Press,,,224–40,,,,9780718843519|0718843517|0718893840|9780718893842,,,http://worldcat.org/oclc/912312739,,,20th century,Theology -- Aesthetics|Arts -- Theater,,"von Balthasar, Hans Urs, 1905–1988",,,,,,English,CULL|REVIEW
Book Chapter,"Carter, Tim",2014,"Renaissance, Mannerism, and Baroque","Carter, Tim|Butt, John",The Cambridge History of Seventeenth-Century Music,Cambridge,Cambridge University Press,,,1–27,,,,0521792738|9780521792738|9781107681057|1107681057,,,http://worldcat.org/oclc/922578525,,,17th century,Arts -- Art History|Arts -- Music,Europe -- Italy -- Rome,,,|Original Publication:  2005,,,,English,CULL|REVIEW
Book Chapter,"Cartier, Michel",2013,Le statut de Matteo Ricci en Chine,"Landry-Deron, Isabelle",La Chine des Ming et de Matteo Ricci (1552–1610). Le premier dialogue des savoirs avec l'Europe,Paris,Institut Ricci,,,17–27,,,,9782204096171,,,,,,21st century,Foreign Missions,Asia -- China,"Ricci, Matteo, 1552–1610",,,,,,French,CULL|REVIEW
Book Chapter,"Caruana, Louis",2008,The Jesuits and the Quiet Side of the Scientific Revolution,"Worcester, Thomas",The Cambridge Companion to the Jesuits,"Cambridge, UK",Cambridge University Press,,,243–260,14,,,9781139001885|1139001884,10.1017/CCOL9780521857314.015,,,http://universitypublishingonline.org/cambridge/companions/chapter.jsf?bid=CBO9781139001885&cid=CBO9781139001885A022,,16th century|17th century,Sciences -- Scientific Revolution,Europe,,"There is little doubt that European intellectual development, in various fields, has been marked by the contribution of Jesuits. The emergence of the natural sciences is no exception. Just three years before the first publication of Nicolaus Copernicus' De Revolutionibus, the Society of Jesus was officially founded in 1540. Eleven years later, we see the beginnings of what eventually became the Roman College, a center of learning whose influence regarding theology and natural philosophy extended over all Europe and beyond. The Jesuits' apostolic style took shape therefore during the turbulent years of the birth and development of natural science. The scientific revolution has been studied in various ways. Some early accounts favor a so-called Whig interpretation whereby the sequence of events is seen as a steady, victorious march from the age of darkness towards the light. Other, more responsible accounts reconstruct the narrative in terms of paradigm-shifts. In many of these accounts, the Jesuit project in the sixteenth and seventeenth centuries is often portrayed as ending in a tragic failure. Jesuits are depicted as being at first favorable to the new science. There is then the decree from higher authorities that blocks their open attitude; and henceforth they become the major resistance to scientific progress. The result of their opposing efforts in this area is then portrayed as a total failure. Fortunately, more recent accounts of how science develops are more sophisticated and responsible. Imre Lakatos proposed that our main focus should be on research programs.",,,,,English,KEEP|REVIEW
Book Chapter,"Caruana, Louis",2015,The Legacies of Suppression: Jesuit Culture and Science; What Was Lost? What Was Gained?,"Burson, Jeffrey D.|Wright, Jonathan","The Jesuit Suppression in Global Context: Causes, Events, and Consequences",New York,Cambridge University Press,,,262–278,14,,,9781107030589|1107030587,,,www.worldcat.org/oclc/91964855,,,18th century|19th century,History -- General -- Suppression|Sciences -- History of Science|Identity,,,,,,,,English,KEEP|REVIEW
Book Chapter,"Caruana, Salvino",2007,The Sequela Christi Theme in Saint Augustine of Hippo and in Hans Urs Von Balthasar’s Augustinus Revisited,"Scerri, Hector","Living Theology: Studies on Karl Rahner, Yves Congar, Bernard Lonergan and Hans Urs von Balthasar",Vatican City,Libreria editrice vaticana,,,195–206,,,,8820978474|9788820978471,,,http://worldcat.org/oclc/261226170,,,20th century,Spirituality|Theology -- Sources -- Fathers of the Church,,"von Balthasar, Hans Urs, 1905–1988",,,,,,English,CULL|REVIEW
Book Chapter,"Carvalho, José António Ribeiro de",2011,"Os jesuítas nas vésperas da I República: O ""Novo Mensageiro do Coração de Jesus"" (1881–1910)",,"O Mundo Continuará a Girar. Prémio Victor de Sá de História Contemporânea, 20 anos (1992–2011)",Braga,Conselho Cultural da Universidade do Minho,,,217–229,,,,978-989-97558-2-6,,,,,,19th century|20th century,History -- Regional,Europe -- Portugal,,,,,,The Jesuits on the Eve of the First Republic: The 'New Messenger of the Sacred Heart' (1881-1910),Portuguese,CULL|REVIEW
Book Chapter,"Carvalho, José Carlos",2007,Thinking Love and Loving Its Thought in Karl Rahner and Hans Urs von Balthasar,"Scerri, Hector","Living Theology: Studies on Karl Rahner, Yves Congar, Bernard Lonergan and Hans Urs von Balthasar",Vatican City,Libreria editrice vaticana,,,121–140,,,,8820978474|9788820978471,,,http://worldcat.org/oclc/261226170,,,20th century,Theology|Biography -- Intellectual,,"Rahner, Karl, 1904–1984|von Balthasar, Hans Urs, 1905–1988",,,,,,English,KEEP|REVIEW
Book Chapter,"Carvalho, Maria Manuela da Conceição Dias de",2010,A liberdade cristã no mundo secularizado,"Carvalho, Maria Manuela da Conceição Dias de|Cardoso, Isabel Maria Alçada","Amor, história, eternidade: Actas das Jornadas Balthasarianas, outubro de 2008 a 2009",Lisbon,Universidade Católica Editora,,,129,,,,9789725402573|972540257X,,,http://worldcat.org/oclc/651130183,,,20th century,Philosophy -- Religion,,"von Balthasar, Hans Urs, 1905–1988",,,,,,Portuguese,CULL|REVIEW
Book Chapter,"Carvalho, Maria Manuela da Conceição Dias de",2010,A centralidade pascal da teologia de Hans Urs von Balthasar,"Carvalho, Maria Manuela da Conceição Dias de|Cardoso, Isabel Maria Alçada","Amor, história, eternidade: Actas das Jornadas Balthasarianas, outubro de 2008 a 2009",Lisbon,Universidade Católica Editora,,,35–46,,,,9789725402573|972540257X,,,http://worldcat.org/oclc/651130183,,,20th century,Theology -- Christology,,"von Balthasar, Hans Urs, 1905–1988",,,,,,Portuguese,CULL|REVIEW
Book Chapter,"Carvalho, Mário Santiago de",2008,Em torno da recepção do pensamento de João Duns Escoto no Portugal Quinhentista: O caso dos Jesuítas de Coimbra,"Boni, Luis Alberto de",João Duns Scotus (1308–2008): Homenajem de scotistas lusófonos,Porto Alegre,EDIPUCRS,,,129–148,20,,,9788574308005|8574308005|9788575171073|8575171070|9788577930012|8577930017,,,www.worldcat.org/oclc/318458058,,,16th century|17th century|18th century,Philosophy -- Scholasticism|Education -- Colleges -- Philosophy -- Writings -- Commentaries,Europe -- Portugal -- Coimbra,,,,,,,Portuguese,CULL|REVIEW
Book Chapter,"Carvalho, Mário S. de",2014,Between Rome and Coimbra: A Preliminary Survey of Two Early Jesuit Psychologies (Benet Perera and the Coimbra Course),"Lamanna, Marco|Forlivesi, Marco","Benet Perera (Pererius, 1535–1610): A Renaissance Jesuit at the Crossroads of Modernity / Benet Perera (Pererius, 1535–1610): Un gesuita rinascimentale al crocevia della modernità",Turnhout; Bari,Brepols; Pagina,,,,5,,,9782503550947|2503550940,,,http://worldcat.org/oclc/922694831,,,16th century,Philosophy -- Scholasticism|Philosophy -- Psychology,Europe -- Portugal -- Coimbra|Europe -- Italy -- Rome,"Perera, Benet, 1535–1610",,,,,,English,KEEP|REVIEW
Book Chapter,"Casado Arboniés, Manuel",2007,"Patronato eclesiástico universitario: El Inca, los seises y su representación entre Alcalá de Henares y la Nueva crónica y buen gobierno (siglos XVI–XVIII)","Laurencich Minelli, Laura|Numhauser, Paulina",Sublevando el virreinato: Documentos contestatarios a la historiografía tradicional del Perú colonial,Quito,Abya-Yala,,,157–216,,,,9789978227060|9978227067,,,http://worldcat.org/oclc/233267765,,,17th century,Foreign Missions -- History -- Regional|Education -- Universities|Foreign Missions -- Writings -- Historiography,South America -- Peru,,,,,,,Spanish,CULL|REVIEW
Book Chapter,"Casalini, Cristiano",2016,Discerning Skills: Psychological Insight at the Core of Jesuit Identity,"Maryks, Robert A.",Exploring Jesuit Distinctiveness: Interdisciplinary Perspectives on Ways of Proceeding within the Society of Jesus,Leiden; Boston,Brill,,,189–211,10,,,9789004313347|9789004313354,10.1163/9789004313354_012,,www.worldcat.org/oclc/934503430,http://booksandjournals.brillonline.com/content/books/b9789004313354_012,,16th century,Identity|Government -- Catalogs|History -- General|Psychology -- Temperaments,Europe,"Possevino, Antonio, 1533–1611",,,,,,English,KEEP|REVIEW
Book Chapter,"Casalini, Cristiano|Salvarani, Luana",2008,Introduzione,"Casalini, Cristiano|Salvarani, Luana",Coltura degl’Ingegni,Rome,Anicia,,,,,,,9788873465164,,,www.worldcat.org/oclc/631124688,,,16th century,Education -- Theory|Writings -- Editions,Europe,"Possevino, Antonio, 1533–1611","Si dà qui una prima trascrizione della Coltura degl'Ingegni del Possevino. Edito nel 1598 a Vivenza, questo testo restituisce in parte quel complesso dibattere ed argomentare che ha attraversato tutto il Cinquecento: dall'esaurirsi del paradigma dell'Umanesimo Quattrocentesco alla Riforma luterana, dal Concilio di Trento a tutto il movimento della Controriforma. E in questa frastagliata e polimorfa ""riforma cattolica"", un posto di rilievo occupano naturalmente la compagnia di Gesù e i suoi uomini più rappresentativi. Tra questi è presente e freneticamente operante Antonio Possevino, gesuita mantovano, diplomatico al servizio di diversi pontefici, segretario della compagnia di Gesù, ma soprattutto fondatore indefesso di collegi ed università e scrittore prolifico e non sempre di ""scuola"". Possevino è figura prismatica, poliedrica, fortemente caratterizzata. Ha attraversato tutto il dopo concilio di Trento con la determinazione del combattente della fede e con la consapevolezza acuta della rilevanza della cultura nell'ordinamento politico delle società e nella formazione delle singolarità.Perciò dialoga con i grandi del tempo. Sullo sfondo si intravedono Vives, Lutero, Erasmo, Pico, Comenio, Huarte e quanti facevano storia: storia politica, storia religiosa, storia culturale... e ""storia della formazione"". Perciò egli si muove per influenzare teste e cuori. E perciò fonda collegi e università. |Profondamente convinto che la battaglia religiosa non sarà vinta sul principio del cuius regio, ma sulla formazione delle culture, egli giocherà tutte le sue carte sull'istruzione e l'educazione: in direzione di un pronunciato favore per il libero arbitrio, e nella prospettiva di un necessario allargamento dei fruitori di cultura e di idonee e qualificate istituzioni culturali. Questo testo ne da significativa testimonianza.",,,,,Italian,CULL|REVIEW
Book Chapter,"Casanova, José",2016,"The Jesuits through the Prism of Globalization, Globalizaton through a Jesuit Prism","Banchoff, Thomas|Casanova, José",The Jesuits and Globalization: Historical Legacies and Contemporary Challenges,"Washington, D.C.",Georgetown University Press,,,261–286,13,,,9781626162877|9781626162860,,,www.worldcat.org/oclc/9553361,http://press.georgetown.edu/book/georgetown/jesuits-and-globalization,,,Identity -- Globalization|History -- General,,,,,,,,English,KEEP|REVIEW
Book Chapter,"Casaregola, Vincent",2016,What We Talk About When We Talk About Voice: Reintegrating the Oral in the Current Writing Classroom,"Gannett, Cinthia|Brereton, John",Traditions of Eloquence: The Jesuits and Modern Rhetorical Studies,New York,Fordham University Press,,,379–396,22,,,9780823264520,,,www.worldcat.org//oclc/917131567,,,21st century,Education -- Schools -- Pedagogy|Education -- Theory|Arts -- Rhetoric -- Orality,,,,,,,,English,CULL|REVIEW
Book Chapter,"Casarella, Peter J.",2011,"Hans Urs von Balthasar, Erich Przywara's Analogia entis, and the Problem of a Catholic Denkform","White, Thomas Joseph",The Analogy of Being: Invention of the Antichrist or the Wisdom of God?,"Grand Rapids, MI",W. B. Eerdmans,,,192–206,5,,,9780802865335|080286533X,,,http://worldcat.org/oclc/662155033,,,20th century,Philosophy -- Epistemology|Theology -- Knowledge -- Human,Europe -- Germany,"Przywara, Erich, 1889–1972|von Balthasar, Hans Urs, 1905–1988",,,,,,English,CULL|REVIEW
Book Chapter,"Castaldini, Alberto",2009,Le origini del Possevino nella Mantova del Cinquecento,"Castaldini, Alberto","Antonio Possevino: I gesuiti e la loro eredità culturale in Transilvania; Atti della Giornata di studio, Cluj-Napoca, 4 dicembre 2007",Rome,Institutum Historicum Societatis Iesu,,,15–24,,,,9788870413670|8870413675,,,http://worldcat.org/oclc/471455480,,,16th century,Biography|History -- Local|Controversies -- Conversos,Europe -- Italy -- Mantua,"Possevino, Antonio, 1533–1611",,,,,,Italian,CULL|REVIEW
Book Chapter,"Castaldini, Alberto",2015,"'La scuola del mondo, dove l'uomo impara': Le lettre di Antonio Possevino inviate a Giocomo Laínez dal Piemonte (1560–1561)","Oberholzer, Paul","Diego Laínez (1512–1565) and His Generalate: Jesuit with Jewish Roots, Close Confidant of Ignatius of Loyola, Preeminent Theologian of the Council of Trent",Rome,Institutum Historicum Societatis Iesu,,,,12,,,9788870413762|8870413764,,,http://worldcat.org/oclc/910881177,,,16th century,Writings -- Letters|Philosophy -- Education|Generals,Europe -- Italy -- Piedmont,"Laínez, Diego, 1512–1565|Possevino, Antonio, 1533–1611",,,,,,Italian,CULL|REVIEW
Book Chapter,"Castegnetti, Philippe",2009,"Témoigner du baptême dans les positiones des procès de canonisation aux XVIIe et XVIIIe siècles: Les cas de Stanislas Kostka, Louis de Gonzague et Jean Berchmans","Alfani, Guido|Castegnetti, Philippe|Gourdon, Vincent","Baptiser: Pratique sacramentelle, pratique sociale (XVIe-XXe siècles)",Saint-Etienne,Publications de l'Université de Saint-Etienne,,,63–79,,,,9782862725116|2862725110,,,http://worldcat.org/oclc/377791366,,,16th century|17th century,Saints and Blessed -- Canonization -- Trials|History,Europe -- Italy -- Rome|Europe -- Poland,"Gonzaga, Luigi, Saint, 1568–1591|Kostka, Stanislas, Saint, 1550–1568|Berchmans, John, Saint, 1599–1621",,,,,,French,CULL|REVIEW
