Reference Type,Author of Review,Year,Title of Review,Title of Journal,Volume,Issue,Page Range,Reviewed Author,Reviewed Editor,Reviewed Translator,Reviewed Title,Epub Date,Date,ISSN,DOI,WorldCat URL,Publisher URL,Leuven URL,When,What,Where,Who,Abstract,Notes,Notes to Editors,Translated Author,Translated Title,Language,Editing Tags
Book Review,"Declerck, Leo",2011,"Review of: Konzilstagebuch Sebastian Tromp SJ, mit Erläuterungen und Akten aus der Arbeit der Kommission für Glauben und Sitten, II. Vatikanisches Konzil",Ephemerides theologicae Lovanienses,87,1,272–274,,"Teuffenbach, Alexandra von",,"Konzilstagebuch Sebastian Tromp SJ, mit Erläuterungen und Akten aus der Arbeit der Kommission für Glauben und Sitten, II. Vatikanisches Konzil",,,0013-9513,10.2143/ETL.81.1.2122236,,http://poj.peeters-leuven.be/content.php?url=article&id=2122236&journal_code=ETL,,20th century,History -- Councils -- Vatican II,Europe,"Tromp, Sebastian, 1889–1975",,,,,,French,CULL|REVIEW
Book Review,"Decloux, Simon",2009,"Review of: Henri de Lubac, Vol II: Les années de formation (1919–1929)",Nouvelle revue théologique,131,4,829,"Chantraine, Georges",,,"Henri de Lubac, Vol II: Les années de formation (1919–1929)",,,0029-4845,10.3917/nrt.314.0829,,http://www.nrt.be/fr/Henri-de-Lubac-t.-II.-Les-ann%C3%A9es-de-formation-%281919-1929%29%2C-pr%C3%A9f.-E.Tourpe-recension-9181|http://www.cairn.info/revue-nouvelle-revue-theologique-2009-4-page-829.htm,,20th century,Biography|Theology|Writings,Europe -- France,"de Lubac, Henri, 1896–1991",,,,,,French,CULL|REVIEW
Book Review,"Decloux, Simon",2010,"Review of: Ejercicios espirituales de S. Ignacio: Historia y análisis, 2nd edition",Nouvelle revue théologique,132,1,152,"Echeverría, Santiago Arzubialde",,,"Ejercicios espirituales de S. Ignacio: Historia y análisis, 2nd edition",,,0029-4845,10.3917/nrt.321.0152,,http://www.nrt.be/fr/Ejercicios-Espirituales-de-S.-Ignacio.-Historia-y-An%C3%A1lisis-%28nueva-edici%C3%B3n%29-recension-9161|http://www.cairn.info/revue-nouvelle-revue-theologique-2010-1-page-152.htm,,16th century|20th century,Ignatius of Loyola -- Spiritual Exercises,,"Ignatius, of Loyola, Saint, c.1491–1556|Przywara, Erich, 1889–1972|Fessard, Gaston, 1897–1978|Rahner, Karl, 1904–1984|von Balthasar, Hans Urs, 1905–1988",,,,,,French,CULL|REVIEW
Book Review,"Decloux, Simon",2010,Review of: Oecuménisme au XIXe siècle: Jésuites russes et union des Églises d'après les archives romaines de la Compagnie de Jésus,Nouvelle revue théologique,132,3,479,"Danieluk, Robert",,,Oecuménisme au XIXe siècle: Jésuites russes et union des Églises d'après les archives romaines de la Compagnie de Jésus,,,0029-4845,,,http://www.nrt.be/fr/%C2%AB%26nbsp%3BOecum%C3%A9nisme%26nbsp%3B%C2%BB-au-XIXe-si%C3%A8cle.-J%C3%A9suites-russes-et-union-des-%C3%89glises-d%27apr%C3%A8s-les-archives-romaines-de-la-Compagnie-de-J%C3%A9sus-recension-9197,,19th century,Libraries and Archives -- Primary Sources|Theology -- Ecumenism|Eastern Orthodox Church -- Interreligious Dialogue,Europe -- Russia|Europe -- France,"Gagarin, Jean, 1814–1882",,,,,,French,CULL|REVIEW
Book Review,"Decloux, Simon",2010,Review of: La Compagnia divisa: Il dissenso nell'ordine gesuitico tra '500 e '600,Nouvelle revue théologique,132,3,477,"Catto, Michela",,,La Compagnia divisa: Il dissenso nell'ordine gesuitico tra '500 e '600,,,0029-4845,,,http://www.nrt.be/fr/La-Compagnia-divisa.-Il-dissenso-nell%27ordine-gesuitico-tra-%27500-e-%27600-recension-9050,,16th century|17th century,Government -- Dissent|Government -- Generals,Europe,"Ignatius, of Loyola, Saint, c.1491–1556|Borja, Francisco de, Saint, 1510–1572|Mercurian, Everard, 1514–1580|Acquaviva, Claudio, 1543–1615",,,,,,French,CULL|REVIEW
Book Review,"Decloux, Simon",2011,Review of: Ejercicios espirituales de S. Ignacio. Historia y análisis,Revue théologique de Louvain,42,2,296,"Arzubialde, Santiago",,,Ejercicios espirituales de S. Ignacio. Historia y análisis,,,0080-2654|1783-8401,10.2143/RTL.42.2.2114164,,http://poj.peeters-leuven.be/content.php?url=article&id=2114164&journal_code=RTL,,16th century,Spirituality -- Spiritual Exercises,Europe,"Ignatius, of Loyola, Saint, c.1491–1556",,,,,,French,CULL|REVIEW
Book Review,"Decloux, Simon",2011,Review of: La presqu'île du divin. Objectivité de la raison théologique chez Bernard Lonergan,Nouvelle revue théologique,133,2,338,"Woimbée, Grégory",,,La presqu'île du divin. Objectivité de la raison théologique chez Bernard Lonergan,,,0029-4845,,,http://www.nrt.be/fr/La-presqu%27%C3%AEle-du-divin.-Objectivit%C3%A9-de-la-raison-th%C3%A9ologique-chez-Bernard-Lonergan-recension-9804,,20th century,Theology,,"Lonergan, Bernard J. F., 1904–1984",,,,,,French,CULL|REVIEW
Book Review,"Decloux, Simon",2011,"Review of: L'étude de l'Écriture Sainte, âme de la théologie morale. Les chemins ouverts par Henri de Lubac, Paul Beauchamp et Jean-Marie Hennaux",Nouvelle revue théologique,133,1,137,"Gonon, François",,,"L'étude de l'Écriture Sainte, âme de la théologie morale. Les chemins ouverts par Henri de Lubac, Paul Beauchamp et Jean-Marie Hennaux",,,0029-4845,,,http://www.nrt.be/fr/L%27%C3%A9tude-de-l%27%C3%89criture-Sainte%2C-%C3%A2me-de-la-th%C3%A9ologie-morale.-Les-chemins-ouverts-par-Henri-de-Lubac%2C-Paul-Beauchamp-et-Jean-Marie-Hennaux-recension-9689,,20th century|21st century,Theology -- Moral,,"de Lubac, Henri, 1896–1991|Beauchamp, Paul, 1924–2001|Hennaux, Jean-Marie, active 20th–21st century",,,,,,French,CULL|REVIEW
Book Review,"Decloux, Simon",2011,Review of: Principes et fondements théologiques de la morale selon le père Albert Chapelle,Nouvelle revue théologique,133,1,133,"Calmeyn, Laetitia",,,Principes et fondements théologiques de la morale selon le père Albert Chapelle,,,0029-4845,,,http://www.nrt.be/fr/Principes-et-fondements-th%C3%A9ologiques-de-la-morale-selon-le-p%C3%A8re-Albert-Chapelle-recension-9875,,20th century,Theology -- Moral,,"Chapelle, Albert, 1929–2003",,,,,,French,CULL|REVIEW
Book Review,"Decloux, Simon",2011,Review of: Pedro Arrupe: Supérieur général des jésuites (1965–1983),Nouvelle revue théologique,133,4,646,,"La Bella, Gianni",,Pedro Arrupe: Supérieur général des jésuites (1965–1983),,,0029-4845,,,http://www.nrt.be/fr/Pedro-Arrupe%2C-sup%C3%A9rieur-g%C3%A9n%C3%A9ral-des-J%C3%A9suites-%281965-1983%29%2C-%C3%A9d.-G.-La-Bella-recension-9463,,20th century,Government -- Generals|Biography,Europe,"Arrupe, Pedro, 1907–1991",,,,,,French,CULL|REVIEW
Book Review,"Decloux, Simon",2011,Review of: Dieu à la source. La théologie d'Albert Chapelle. Acte de colloque,Nouvelle revue théologique,133,1,164,,"Pottier, Bernard",,Dieu à la source. La théologie d'Albert Chapelle. Acte de colloque,,,0029-4845,,,http://www.nrt.be/fr/Dieu-%C3%A0-la-source.-La-th%C3%A9ologie-d%27Albert-Chapelle.-Acte-de-colloque-recension-9762,,20th century,Theology,,"Chapelle, Albert, 1929–2003",,,,,,French,CULL|REVIEW
Book Review,"Decloux, Simon",2013,Review of: L'itinéraire théologique d'Henri Bouillard. De Thomas d'Aquin à Emmanuel Levinas,Nouvelle revue théologique,135,4,639,"Castro, Michel",,,L'itinéraire théologique d'Henri Bouillard. De Thomas d'Aquin à Emmanuel Levinas,,October–December,0029-4845,,,http://www.nrt.be/fr/L%27itin%C3%A9raire-th%C3%A9ologique-d%27Henri-Bouillard.-De-Thomas-d%27Aquin-%C3%A0-Emmanuel-Levinas-recension-10762,,20th century,Theology,,"Bouillard, Henri, 1908–1981",,,,,,French,CULL|REVIEW
Book Review,"Decock, Wim",2010,Review of: Saint Cicero and the Jesuits: The Influence of the Liberal Arts on the Adoption of Moral Probabilism,Ephemerides theologicae Lovanienses,86,1,256–259,"Maryks, Robert A.",,,Saint Cicero and the Jesuits: The Influence of the Liberal Arts on the Adoption of Moral Probabilism,,,0013-9513|1783-1423,10.2143/ETL.86.1.2051618,,http://poj.peeters-leuven.be/content.php?url=article&id=2051618&journal_code=ETL,,16th century|17th century,Theology -- Probabilism|Sources -- Humanism,Europe,,,,,,,English,KEEP|REVIEW
Book Review,"Degrez, Étienne N.",2012,Review of: De l'Orient à la Huronie. Du récit de pèlerinage au texte missionnaire,Archivum historicum Societatis Iesu,81,161,397–399,,"Poirier, Guy|Gomez-Géraud, Marie-Christine|Paré, François",,De l'Orient à la Huronie. Du récit de pèlerinage au texte missionnaire,,,0037-8887,,,,,16th century|17th century|18th century,Foreign Missions,North America -- Canada|Asia,,,,,,,French,CULL|REVIEW
Book Review,"Dekoninck, Ralph",2011,Review of: The Jesuits and the Arts (1540–1773),Bibliothèque d’humanisme et Renaissance,73,1,232–235,"O'Malley, John W.|Bailey, Gauvin Alexander",,,The Jesuits and the Arts (1540–1773),,,0006-1999,,,http://www.jstor.org/stable/41239617,,16th century|17th century|18th century,Arts|Historiography -- General,Europe -- France |North America -- USA,"O'Malley, John W., 1927–|Plazaola, Juan, 1919–2005|Lécrivain, Philippe, 1941–",Nota SC: The names in “who” refer to some authors who wrote articles in that book ; When and Where refer to the subject of the book.,,,,,French,CULL|REVIEW
Book Review,"Del Colle, Ralph",2002,Review of: The Trinitarian Foundation of Human Sexuality as Revealed by Christ according to Hans Urs von Balthasar: The Revelatory Significance of the Male Christ and the Male Ministerial Priesthood,Theological Studies,63,1,182–184,"Pesarchick, Robert A.",,,The Trinitarian Foundation of Human Sexuality as Revealed by Christ according to Hans Urs von Balthasar: The Revelatory Significance of the Male Christ and the Male Ministerial Priesthood,,March,0040-5639,,,,,20th century,Theology -- Trinity|Theology -- Moral -- Sexuality,,"von Balthasar, Hans Urs, 1905–1988",,,,,,English,CULL|REVIEW
Book Review,"Delâge, Denys",2011,Review of: Adoption of a French Tribe by Bereaved Native America,Anthropologie et Sociétés,35,1–2,257–268,"Rony, Blum",,,Adoption of a French Tribe by Bereaved Native America,,,0702-8997,10.7202/1006394ar,,http://www.erudit.org/revue/as/2011/v35/n1-2/1006394ar.html,,17th century|18th century,Foreign Missions -- Ethnography,North America -- Canada,"Charlevoix, Pierre-François-Xavier de, 1682–1761",,,,,,French,CULL|REVIEW
Book Review,"Deletant, Dennis",2013,Review of: Narratives of Adversity: Jesuits on the Eastern Peripheries of the Habsburg Realms (1640–1773),Slavonic and East European Review,91,2,351–353,"Shore, Paul J.",,,Narratives of Adversity: Jesuits on the Eastern Peripheries of the Habsburg Realms (1640–1773),,April,376795,10.5699/slaveasteurorev2.91.2.0351,,http://www.jstor.org/stable/10.5699/slaveasteurorev2.91.2.0351,,17th century|18th century,History -- Regional,Europe -- Hungary|Europe -- Ukraine|Europe -- Serbia|Europe -- Romania,,,,,,,English,KEEP|REVIEW
Book Review,"Delgado, Mariano",2011,Review of: The Jesuit Order as a Synagogue of Jews. Jesuits of Jewish Ancestry and Purity-of-Blood Laws in the Early Society of Jesus,Freiburger Zeitschrift für Philosophie und Theologie,58,2,596–599,"Maryks, Robert A.",,,The Jesuit Order as a Synagogue of Jews. Jesuits of Jewish Ancestry and Purity-of-Blood Laws in the Early Society of Jesus,,,0016-0725,,,,,16th century|17th century,History -- Foundation|Controversies -- Race,Europe -- Spain,,,,,,,German,CULL|REVIEW
Book Review,"Delmas, Corinne",2008,"Review of: La Chasse aux évidences: Sur quelques formes de racisme entre mythe et histoire, 1978–2005",L'homme,,187/188,505–507,"Olender, Maurice",,,"La Chasse aux évidences: Sur quelques formes de racisme entre mythe et histoire, 1978–2005",,,0439-4216,10.2307/40379538,,http://www.jstor.org/stable/40379538,,20th century,Controversies -- Racism|History -- General,,"Charles, Pierre, 1883–1954",,,,,,French,CULL|REVIEW
Book Review,"DeLong, Matthew",2015,Review of: Infinitesimal: How a Dangerous Mathematical Theory Shaped the Modern World-An Extended,Christian Scholar's Review,45,1,59–62,"Alexander, Amir R.",,,Infinitesimal: How a Dangerous Mathematical Theory Shaped the Modern World-An Extended,,,0017-2251,,,search.proquest.com/docview/1767086994/53A7141663F42C2PQ/2?accountid=9673,,16th century|17th century,Sciences -- Mathematics|Sciences -- History,Europe,"Clavius, Christoph, 1538–1612",,,,,,English,CULL|REVIEW
Book Review,"Delury, John",2007,"Review of: Journey to the East: The Jesuit Mission to China, 1579–1724",Journal of Asian Studies,66,4,1109–1110,"Brockey, Liam Matthew",,,"Journey to the East: The Jesuit Mission to China, 1579–1724",,November,0021-9118,,,,,16th century|17th century|18th century,Foreign Missions -- History -- Regional|Foreign Missions -- Travel,Asia -- China,,,,,,,English,KEEP|REVIEW
Book Review,"Demeilliez, Marie",2012,Review of: Musiques et jésuites en Provinces flandro- et gallo-belges aux XVIIe et XVIIIe siècles,Revue de musicologie,98,1,259–262,,"Corswarem, Emilie",,Musiques et jésuites en Provinces flandro- et gallo-belges aux XVIIe et XVIIIe siècles,,,0035-1601,,,http://www.jstor.org/stable/24391954,,17th century|18th century,Arts -- Music,Europe -- Belgium,,,,,,,French,CULL|REVIEW
Book Review,"Deneken, Michel",2013,Review of: Jésuites et littérature (XIXe et XXe siècles),Revue des sciences religieuses,87,3,258–259,,"Fouilloux, Etienne|Gugelot, Frédéric",,Jésuites et littérature (XIXe et XXe siècles),,April,0035-2217,,,,,19th century|20th century,Literature,Europe -- France,,,,,,,French,CULL|REVIEW
Book Review,"Denis, Jacques",2013,Review of: Les jésuites et la China: De Matteo Ricci à nos jours,Christus (France),,237,117–118,"Vermander, Benoît",,,Les jésuites et la China: De Matteo Ricci à nos jours,,,0009-5834,,,,,,Foreign Missions,,"Ricci, Matteo, 1552–1610",,,,,,French,CULL|REVIEW
Book Review,"Dennerline, Jerry",2008,"Review of: Journey to the East: The Jesuit Mission to China, 1579–1724",Journal of Interdisciplinary History,39,1,162–164,"Brockey, Liam Matthew",,,"Journey to the East: The Jesuit Mission to China, 1579–1724",,Summer,0022-1953,10.1162/jinh.2008.39.1.162,,http://www.mitpressjournals.org/doi/abs/10.1162/jinh.2008.39.1.162#.U_IrTrxdXXY,,16th century|17th century|18th century,Foreign Missions -- History -- Regional|Foreign Missions -- Travel,Asia -- China|Europe -- Portugal,,,,,,,English,KEEP|REVIEW
Book Review,"Detienne, Paul",2006,Review of: Appel à l'amour. Méditations sur le chemin du bonheur,Nouvelle revue théologique,128,1,142,"De Mello, Anthony",,,Appel à l'amour. Méditations sur le chemin du bonheur,,,0029-4845,10.3917/nrt.281.0138,,http://www.nrt.be/fr/Appel-%C3%A0-l%27amour.-M%C3%A9ditations-sur-le-chemin-du-bonheur-recension-6488|http://www.cairn.info/revue-nouvelle-revue-theologique-2006-1-page-138.htm,,20th century,Theology -- Anthropology|Spirituality -- Meditation,,"De Mello, Anthony, 1931–1987",,,,,,French,CULL|REVIEW
Book Review,"Detienne, Paul",2006,"Review of: Balthasar, Rahner. Deux pensées en contraste",Nouvelle revue théologique,128,3,516,,"Gagey, Henri-Jérôme|Holzer, Vincent",,"Balthasar, Rahner. Deux pensées en contraste",,,0029-4845,10.3917/nrt.283.0498,,http://www.nrt.be/fr/Balthasar%2C-Rahner.-Deux-pens%C3%A9es-en-contraste%2C-%C3%A9d.-H.-J.-Gagey-et-V.-Holzer%2C-pr%C3%A9f.-Mgr-A.-Vingt-Trois-recension-6855|http://www.cairn.info/revue-nouvelle-revue-theologique-2006-3-page-498.htm,,20th century,Theology |Biography -- Intellectual,Europe,"von Balthasar, Hans Urs, 1905–1988|Rahner, Karl, 1904–1984",,,,,,French,CULL|REVIEW
Book Review,"Detienne, Paul",2007,Review of: God and Us: Personal Reflections on God and on the Spiritual Exercises,Nouvelle revue théologique,129,1,118,"Mathias, Theophane",,,God and Us: Personal Reflections on God and on the Spiritual Exercises,,,0029-4845,10.3917/nrt.291.0094,,http://www.nrt.be/fr/God-and-Us.-Personal-Reflections-on-God-and-on-the-Spiritual-Exercises-recension-6459|http://www.cairn.info/revue-nouvelle-revue-theologique-2007-1-page-94.htm,,21st century,Spiritual Exercises -- Ignatius of Loyola|Spirituality -- Spiritual Exercises,,,,,,,,French,CULL|REVIEW
Book Review,"Detienne, Paul",2007,Review of: Ignace de Loyola et Gaston Fessard: L'un par l'autre,Nouvelle revue théologique,129,4,631,"Aumont, Michèle",,,Ignace de Loyola et Gaston Fessard: L'un par l'autre,,,0029-4845,10.3917/nrt.294.0631,,http://www.nrt.be/fr/Ignace-de-Loyola-et-Gaston-Fessard.-L%27un-par-l%27autre-recension-7236|http://www.cairn.info/revue-nouvelle-revue-theologique-2007-4-page-631.htm,,16th century|20th century,Philosophy -- Sources|Ignatius of Loyola -- Spirituality,,"Ignatius, of Loyola, Saint, c.1491–1556|Fessard, Gaston, 1897–1978",,,,,,French,CULL|REVIEW
Book Review,"Detienne, Paul",2007,Review of: We Believe in Love: A Retreat in Daily Life,Nouvelle revue théologique,129,1,114,"Ukken, George",,,We Believe in Love: A Retreat in Daily Life,,,0029-4845,10.3917/nrt.291.0094,,http://www.nrt.be/fr/We-Believe-in-Love.-A-Retreat-in-Daily-Life-recension-4107|http://www.cairn.info/revue-nouvelle-revue-theologique-2007-1-page-94.htm,,21st century,Spirituality -- Retreats,,,,,,,,French,CULL|REVIEW
Book Review,"Detienne, Paul",2007,Review of: Ignace de Loyola et la spiritualité orientale,Nouvelle revue théologique,129,1,94,"Špidlík, Tomáš",,"Vermorel, Frédéric",Ignace de Loyola et la spiritualité orientale,,,0029-4845,10.3917/nrt.291.0094,,http://www.nrt.be/fr/Ignace-de-Loyola-et-la-spiritualit%C3%A9-orientale%2C-tr.-Fr.-Vermorel-recension-7221|http://www.cairn.info/revue-nouvelle-revue-theologique-2007-1-page-94.htm,,16th century|21st century,Ignatius of Loyola -- Spirituality|Spirituality -- Intercultural Dialogue,,"Ignatius, of Loyola, Saint, c.1491–1556",,,,,,French,CULL|REVIEW
